image_id,v9_iou,v9_ari,used_v8,cov7,prec7,areaU7,cov8,prec8,areaU8
237,0.9473154784328325,0.9003190835578169,0,0.47543980627676125,0.9837735598619591,0.48328174864089035,1.0,0.9819536084909375,1.0183780489760572
238,0.9629177682836318,0.9343296550897707,0,0.44565269461077844,0.9824345254857787,0.45362075848303396,0.44565269461077844,0.9824345254857787,0.45362075848303396
240,0.8677607929963772,0.7896682113709116,0,0.3835638998682477,0.9745177622494665,0.3935935441370224,1.0,0.9812381829640762,1.0191205533596839
243,0.42015262164532674,-0.03028412900423097,0,0.40265152124595754,0.9775017576751817,0.41191897414445,0.5011986549321835,0.9961307239703249,0.5031454636139848
244,0.9193382772337744,0.9105587738809587,0,0.35023523261892314,0.9595554537121906,0.3649973863042342,1.0,0.9506062413039157,1.0519602718243597
245,0.8457598578024095,0.6376135880813321,0,0.5842645007793913,0.984652821945082,0.5933710722782837,0.5842645007793913,0.984652821945082,0.5933710722782837
246,0.9851280903157158,0.9718193871531178,0,0.47600843244603863,0.9823063437439127,0.4845824680636838,0.47600843244603863,0.9823063437439127,0.4845824680636838
247,0.7347823231967471,0.5675086968359505,0,0.3476730915546538,0.9800714924039321,0.3547425817905148,0.4600557950798884,0.9634522821576763,0.4775076084199848
250,0.8904878048737049,0.8639271317788163,0,0.28914406684522,0.9876198301835114,0.29276859172774367,1.0,0.9706711085511466,1.0302150658348435
251,0.9748886689727397,0.9510527571343622,0,0.48730101245492763,0.9817282070803197,0.4963705931442788,1.0,0.9719475987879159,1.028862051047883
