image_id,iou,iou_inv,iou_inv_robust,used_inversion,pred_fg_ratio,gt_fg_ratio,agg_iou,agg_iou_inv,agg_iou_inv_robust,agg_used_inversion,agg_num_segments
rwtd_308,0.9095441841204739,0.0800018310546753,0.9095441841204739,0,0.884429931640625,0.8044281005859375,0.9095441841204739,0.5909339158924936,0.9095441841204739,0,1
rwtd_310,0.9237320879599302,0.0032844747291528534,0.9237320879599302,0,0.84210205078125,0.905242919921875,0.9906037115337779,0.9138196368099203,0.9906037115337779,0,3
rwtd_311,0.004184230101660646,0.8182335371912698,0.8182335371912698,1,0.0919036865234375,0.8968353271484375,0.978622685378623,0.8182335371912698,0.978622685378623,0,1
rwtd_315,0.8797760009764283,0.09144342893159606,0.8797760009764283,0,0.96832275390625,0.9114532470703125,0.9114532470701735,0.09144342893159606,0.9114532470701735,0,3
rwtd_318,0.9594684907809571,0.0024673508195686904,0.9594684907809571,0,0.7472076416015625,0.7738800048828125,0.9614150411324683,0.8767778398851768,0.9614150411324683,0,2
rwtd_319,0.0057607064626837715,0.7859255039199192,0.7859255039199192,1,0.4471435546875,0.4426422119140625,0.785016995241119,0.7859255039199192,0.7859255039199192,1,3
rwtd_321,0.3930100948301632,0.5861986169803134,0.5861986169803134,1,0.95086669921875,0.4388275146484375,0.43882751464837055,0.5861986169803134,0.5861986169803134,1,1
rwtd_322,0.532960303546857,0.06994389958427777,0.532960303546857,0,0.3915252685546875,0.5825042724609375,0.5825042724608487,0.5513000945941556,0.5825042724608487,0,4
rwtd_323,0.27776411265522727,0.6241289904390245,0.6241289904390245,1,0.745849609375,0.52239990234375,0.7893672760405521,0.8043897924102065,0.8043897924102065,1,1
rwtd_324,0.9633821362507561,0.01782226562499728,0.9633821362507561,0,0.4867095947265625,0.4688873291015625,0.9633821362507561,0.9664435314732766,0.9664435314732766,1,1
rwtd_325,0.3489219136608295,0.6027669678214667,0.6027669678214667,1,0.8829345703125,0.4563751220703125,0.4563751220702429,0.6514819403410557,0.6514819403410557,1,1
rwtd_327,0.0,0.0,0.0,0,0.0,0.5543060302734375,0.5543060302733529,0.4456939697264945,0.5543060302733529,0,1
rwtd_328,0.04241175050599922,0.0013585013585003872,0.04241175050599922,0,0.0351409912109375,0.821441650390625,0.8214416503904997,0.18470562195658877,0.8214416503904997,0,3
rwtd_329,0.5660027707309034,0.3679953607617556,0.5660027707309034,0,0.8479766845703125,0.4801483154296875,0.8166147890453255,0.8049844236758196,0.8166147890453255,0,2
rwtd_33,0.531046613895751,0.015454054849627067,0.531046613895751,0,0.1065521240234375,0.1590728759765625,0.531046613895751,0.91038354230379,0.91038354230379,1,1
rwtd_330,0.3429361357630038,0.6443630276517783,0.6443630276517783,1,0.965179443359375,0.3763427734375,0.3763427734374426,0.7083762383267571,0.7083762383267571,1,1
rwtd_331,0.9689724676213722,0.00284727408513772,0.9689724676213722,0,0.69232177734375,0.7088165283203125,0.9689724676213722,0.9288838649427783,0.9689724676213722,0,1
rwtd_332,0.5980045897689494,0.3298928471800053,0.5980045897689494,0,0.867401123046875,0.6307525634765625,0.6307525634764662,0.3743362694861411,0.6307525634764662,0,4
rwtd_334,0.12098997804082735,0.750350204031762,0.750350204031762,1,0.67578125,0.3602142333984375,0.8230678013389986,0.8790328349665263,0.8790328349665263,1,1
rwtd_337,0.3514877542805289,0.3343654993806063,0.3514877542805289,0,0.527679443359375,0.80438232421875,0.8043823242186273,0.4375784885866744,0.8043823242186273,0,3
rwtd_34,0.7796859872876291,0.07276193990834444,0.7796859872876291,0,0.3548431396484375,0.2902984619140625,0.8300728807053941,0.9265096217649041,0.9265096217649041,1,2
rwtd_342,0.004855114771225017,0.9743366389704589,0.9743366389704589,1,0.448577880859375,0.54937744140625,0.9789872167660671,0.9743366389704589,0.9789872167660671,0,1
rwtd_343,0.926202769959005,0.05821084991510665,0.926202769959005,0,0.816253662109375,0.7605133056640625,0.926202769959005,0.7501892983337013,0.926202769959005,0,4
rwtd_344,0.9694584972829161,0.005911559348331124,0.9694584972829161,0,0.7163543701171875,0.72711181640625,0.9891741094662027,0.9711479775836591,0.9891741094662027,0,2
rwtd_345,0.5996314285267137,0.32747897318337954,0.5996314285267137,0,0.88232421875,0.680572509765625,0.6805725097655212,0.4921032905108972,0.6805725097655212,0,5
rwtd_346,0.4798966200321159,0.3977705684860995,0.4798966200321159,0,0.794952392578125,0.6641693115234375,0.964344363709769,0.9300776424912078,0.964344363709769,0,2
