image_id,v11_iou,v11_ari,v9_iou,v9_ari,delta_iou_vs_v9,delta_ari_vs_v9,proposal_count_dense,source,switched,v9_cov_union,best_cov_union,best_prec_union,best_area_u
186,0.4971166679245118,0.14647353457535017,0.4971166679245118,0.14647353457535017,0.0,0.0,59,v9_keep,0,0.30277285034077117,0.30277285034077117,0.985664353376222,0.30717642299193976
188,0.8935893951719854,0.7964745180604955,0.8935893951719854,0.7964745180604955,0.0,0.0,51,v9_keep,0,0.45061928839820015,0.45061928839820015,0.984726633777117,0.45760851076989684
189,0.8658740872040173,0.37156769350368546,0.8658740872040173,0.37156769350368546,0.0,0.0,54,v9_keep,0,0.8267412876828293,0.8267412876828293,0.9905522163786626,0.8346266597689257
194,0.7286432160787224,0.41054112794570025,0.7286432160787224,0.41054112794570025,0.0,0.0,62,v9_keep,0,0.6655516273760642,0.10626694357689807,1.0,0.10626694357689807
197,0.9639095059531106,0.91542005924735,0.9639095059531106,0.91542005924735,0.0,0.0,42,v9_keep,0,0.5828158151492155,0.5828158151492155,0.9854666387346811,0.5914110049402983
2,0.9310268290627001,0.8540193065627938,0.9310268290627001,0.8540193065627938,0.0,0.0,45,v9_keep,0,0.520005028758211,0.49860137662256027,1.0,0.49860137662256027
200,0.9620272163249848,0.9529895609207061,0.9620272163249848,0.9529895609207061,0.0,0.0,36,v9_keep,0,0.2997489748507102,0.3086206090088405,1.0,0.3086206090088405
201,0.4761919610824279,0.23741809370083464,0.4761919610824279,0.23741809370083464,0.0,0.0,50,v9_keep,0,0.23655947993609922,0.23655947993609922,0.9793726671468798,0.2415418439491957
202,0.9757763674193315,0.9690856626407195,0.9757763674193315,0.9690856626407195,0.0,0.0,28,v9_keep,0,0.3179236228030148,0.3179236228030148,0.9920459566946531,0.32047267634887416
205,0.9397586299860444,0.8938814490575467,0.9397586299860444,0.8938814490575467,0.0,0.0,118,v9_keep,0,0.4325135830712039,0.4325135830712039,0.9766115435663809,0.442871667778731
207,0.9942928197902235,0.9891043352911328,0.9942928197902235,0.9891043352911328,0.0,0.0,46,v9_keep,0,0.47696073874376377,0.47696073874376377,0.9871412538079205,0.48317374732732177
210,0.9596081184974768,0.9276186953768438,0.9596081184974768,0.9276186953768438,0.0,0.0,32,v9_keep,0,0.4535013203525182,0.4535013203525182,0.9865725359911407,0.4596735706786294
213,0.9930853515797557,0.9881285138292231,0.9930853515797557,0.9881285138292231,0.0,0.0,28,v9_keep,0,0.4280158044202988,0.4280158044202988,0.9901456726649529,0.43227558957896034
214,0.9579820597526203,0.9253830282191597,0.9579820597526203,0.9253830282191597,0.0,0.0,60,v9_keep,0,0.4369915843052758,0.5457242337658282,1.0,0.5457242337658282
215,0.9326214085905611,0.8898511381787468,0.9326214085905611,0.8898511381787468,0.0,0.0,49,v9_keep,0,0.3943912298085846,0.5848629264379748,1.0,0.5848629264379748
216,0.7839580467652912,0.5927362371928416,0.7839580467652912,0.5927362371928416,0.0,0.0,65,v9_keep,0,0.41645862085006746,0.41645862085006746,0.9817231421574003,0.4242118810960009
219,0.9865377635497193,0.9752512451645622,0.9865377635497193,0.9752512451645622,0.0,0.0,48,v9_keep,0,0.45839939657959144,0.45839939657959144,0.9959864878424027,0.4602466019118575
22,0.9475593220306863,0.9077862686774758,0.9475593220306863,0.9077862686774758,0.0,0.0,67,v9_keep,0,0.43577988877861273,0.43577988877861273,0.9893419170243205,0.4404745025757361
221,0.9929195110303447,0.9864352249835218,0.9929195110303447,0.9864352249835218,0.0,0.0,43,v9_keep,0,0.4806334227649798,0.4806334227649798,0.996770273727296,0.4821907669534647
222,0.9643861293285574,0.9627870357241152,0.9643861293285574,0.9627870357241152,0.0,0.0,29,v9_keep,0,0.23961399052015242,0.23945909104990862,1.0,0.23945909104990862
